company,source_schema,code,title,business_line,department,project,category_name,batch_name,location,publish_date,raw_update_time,post_url,responsibility,requirement_text,bonus,experience_text,jd_text,list_job_name,list_job_category,merge_selected_from,merge_source_count,merge_source_files
拼多多,pdd_tampermonkey,PR000133,数据产品经理,产品类,,,产品类,,上海,2025-07-21,2025-07-21,https://careers.pddglobalhr.com/jobs/detail?code=PR000133,"1.负责大数据中台的设计和实现，基于现有离线数据平台的架构，结合数据开发流程，推动数据平台产品设计与项目迭代；

2.完成用户研究、需求调研、数据分析、跨部门沟通、产品设计、文档撰写等产品相关工作；

3.推动大数据团队完成产品的开发，协调可用资源将规划高效落地；

4.根据用户反馈与数据分析，结合公司业务发展需求，完成产品迭代更新。","1.3-5年以上互联网或IT行业经验，有丰富的B端产品或者数据产品经验；

2.熟悉产品设计与开发流程，具备优秀的项目管理能力，能保证项目的高效执行；

3.具有很好的跨团队沟通与协调能力，团队精神，敢于担当，能承受较强的工作压力；

4.有较强的数据分析能力，逻辑思维，善于通过现状梳理发现问题，并提出合理的方案；

5.熟练掌握产品设计工具，包括Axure、Visio等；

6.有大数据开发或数据仓库经验优先考虑。",无,"1.3-5年以上互联网或IT行业经验，有丰富的B端产品或者数据产品经验；

2.熟悉产品设计与开发流程，具备优秀的项目管理能力，能保证项目的高效执行；

3.具有很好的跨团队沟通与协调能力，团队精神，敢于担当，能承受较强的工作压力；

4.有较强的数据分析能力，逻辑思维，善于通过现状梳理发现问题，并提出合理的方案；

5.熟练掌握产品设计工具，包括Axure、Visio等；

6.有大数据开发或数据仓库经验优先考虑。","岗位职责：
1.负责大数据中台的设计和实现，基于现有离线数据平台的架构，结合数据开发流程，推动数据平台产品设计与项目迭代；

2.完成用户研究、需求调研、数据分析、跨部门沟通、产品设计、文档撰写等产品相关工作；

3.推动大数据团队完成产品的开发，协调可用资源将规划高效落地；

4.根据用户反馈与数据分析，结合公司业务发展需求，完成产品迭代更新。

任职要求：
1.3-5年以上互联网或IT行业经验，有丰富的B端产品或者数据产品经验；

2.熟悉产品设计与开发流程，具备优秀的项目管理能力，能保证项目的高效执行；

3.具有很好的跨团队沟通与协调能力，团队精神，敢于担当，能承受较强的工作压力；

4.有较强的数据分析能力，逻辑思维，善于通过现状梳理发现问题，并提出合理的方案；

5.熟练掌握产品设计工具，包括Axure、Visio等；

6.有大数据开发或数据仓库经验优先考虑。

加分项：
无",数据产品经理,产品类,pinduoduo_jobs_产品经理_all_20260609_162018.csv,1,pinduoduo_jobs_产品经理_all_20260609_162018.csv
拼多多,pdd_tampermonkey,PR021635,财务产品经理,产品类,,,产品类,,上海,2025-04-18,2025-04-18,https://careers.pddglobalhr.com/jobs/detail?code=PR021635,"岗位职责

1. 负责财务系统的产品规划、设计及优化，包括活动结算、商家发票、预算管理等；

2. 监控活动结算情况，通过产品方案解决结算问题和提升系统效率；

3. 跨团队协作进行沟通和协调，推动关联产品线的合作，以实现产品目标；

4. 响应业务和财务的需求，支持业务开展和财务工作。","任职要求

1. 具备1年以上互联网财务结算、业务计费或其他B端产品的工作经验，财会专业优先；

2. 熟悉电商平台的结算流程，了解发票、预算等财务模块；

3. 逻辑清晰，协调沟通能力强，具有良好的学习、分析和解决问题的能力。",有财务结算产品经验加分,"任职要求

1. 具备1年以上互联网财务结算、业务计费或其他B端产品的工作经验，财会专业优先；

2. 熟悉电商平台的结算流程，了解发票、预算等财务模块；

3. 逻辑清晰，协调沟通能力强，具有良好的学习、分析和解决问题的能力。","岗位职责：
岗位职责

1. 负责财务系统的产品规划、设计及优化，包括活动结算、商家发票、预算管理等；

2. 监控活动结算情况，通过产品方案解决结算问题和提升系统效率；

3. 跨团队协作进行沟通和协调，推动关联产品线的合作，以实现产品目标；

4. 响应业务和财务的需求，支持业务开展和财务工作。

任职要求：
任职要求

1. 具备1年以上互联网财务结算、业务计费或其他B端产品的工作经验，财会专业优先；

2. 熟悉电商平台的结算流程，了解发票、预算等财务模块；

3. 逻辑清晰，协调沟通能力强，具有良好的学习、分析和解决问题的能力。

加分项：
有财务结算产品经验加分",财务产品经理,产品类,pinduoduo_jobs_产品经理_all_20260609_162018.csv,1,pinduoduo_jobs_产品经理_all_20260609_162018.csv
拼多多,pdd_tampermonkey,PR012259,智能聊天机器人产品经理（基础架构方向）,产品类,,,产品类,,上海,2024-10-14,2024-10-14,https://careers.pddglobalhr.com/jobs/detail?code=PR012259,"1.负责智能聊天机器人产品设计工作，以“少配置、全智能”为导向，保证产品体系完整、健壮，为产品的易用性负责；

2.协调运营、算法、研发等资源，设计方案并高效推进落地；

3.面向商家、平台运营、训练师等，体系化搭建并完善机器人的配置后台和运营系统。","1.3-5年智能服务或相关领域经验，有独立负责智能服务产品或负责关键模块的经验；

2.优秀的产品设计能力，用户体验敏感，数据敏感；

3.有优秀的逻辑思维能力，善于系统性思考，抽象简化复杂问题；

4.能基于目标规划方案并推动项目顺利运作达成结果；

5.具备高度的责任心和较强的自我驱动力、抗压能力，善于合作，善于协调和调度资源推动业务发展。",无,"1.3-5年智能服务或相关领域经验，有独立负责智能服务产品或负责关键模块的经验；

2.优秀的产品设计能力，用户体验敏感，数据敏感；

3.有优秀的逻辑思维能力，善于系统性思考，抽象简化复杂问题；

4.能基于目标规划方案并推动项目顺利运作达成结果；

5.具备高度的责任心和较强的自我驱动力、抗压能力，善于合作，善于协调和调度资源推动业务发展。","岗位职责：
1.负责智能聊天机器人产品设计工作，以“少配置、全智能”为导向，保证产品体系完整、健壮，为产品的易用性负责；

2.协调运营、算法、研发等资源，设计方案并高效推进落地；

3.面向商家、平台运营、训练师等，体系化搭建并完善机器人的配置后台和运营系统。

任职要求：
1.3-5年智能服务或相关领域经验，有独立负责智能服务产品或负责关键模块的经验；

2.优秀的产品设计能力，用户体验敏感，数据敏感；

3.有优秀的逻辑思维能力，善于系统性思考，抽象简化复杂问题；

4.能基于目标规划方案并推动项目顺利运作达成结果；

5.具备高度的责任心和较强的自我驱动力、抗压能力，善于合作，善于协调和调度资源推动业务发展。

加分项：
无",智能聊天机器人产品经理（基础架构方向）,产品类,pinduoduo_jobs_产品经理_all_20260609_162018.csv,1,pinduoduo_jobs_产品经理_all_20260609_162018.csv
拼多多,pdd_tampermonkey,PR018599,视频会议产品经理,产品类,,,产品类,,上海,2024-10-08,2024-10-08,https://careers.pddglobalhr.com/jobs/detail?code=PR018599,"1.挖掘用户需求，针对音视频会议场景进行分析，调研，逻辑梳理，并输出高质量的产品文档，在需求上线后进行数据分析和反馈的跟进，持续提升基础体验；
2.熟悉音视频会议基础架构和功能模块，有从0-1搭建音视频应用直播互动平台经验",3年以上相关产品经验，较强的独立工作能力和个人自驱力，能够在快速的业务变化中开展工作，并取得结果；,有视频会议产品经验加分，有相关技术背景加分,3年以上相关产品经验，较强的独立工作能力和个人自驱力，能够在快速的业务变化中开展工作，并取得结果；,"岗位职责：
1.挖掘用户需求，针对音视频会议场景进行分析，调研，逻辑梳理，并输出高质量的产品文档，在需求上线后进行数据分析和反馈的跟进，持续提升基础体验；
2.熟悉音视频会议基础架构和功能模块，有从0-1搭建音视频应用直播互动平台经验

任职要求：
3年以上相关产品经验，较强的独立工作能力和个人自驱力，能够在快速的业务变化中开展工作，并取得结果；

加分项：
有视频会议产品经验加分，有相关技术背景加分",视频会议产品经理,产品类,pinduoduo_jobs_产品经理_all_20260609_162018.csv,3,pinduoduo_jobs_产品经理_all_20260609_162018.csv | pinduoduo_jobs_产品经理_all_20260609_162730 copy.csv | pinduoduo_jobs_产品经理_all_20260609_162730.csv
拼多多,pdd_tampermonkey,PR023850,商品内容产品经理,产品类,,,产品类,,上海,2026-05-18,2026-05-18,https://careers.pddglobalhr.com/jobs/detail?code=PR023850,1、搭建和优化商品模型、类目与属性体系，提升商品结构化与标准化能力；2、设计商家商品发布与管理链路，结合算法能力，提升发品效率与使用体验；3、推动商品数据治理，将商品信息能力应用到搜索、推荐、风控等多业务场景；4、在“规范性”与“灵活性”之间做权衡，既保证数据质量，又不压制供给表达。,1、能理解并拆解复杂数据结构（如商品模型、类目树、属性体系等）；2、对“结构化数据如何影响业务”（搜索/推荐/转化）有认知或兴趣；3、能在规则设计与用户体验之间找到平衡，而不是简单加约束；4、有数据敏感度，能通过数据发现问题并验证方案；5、1-3年产品经验，有B端/商品相关经验者优先。,/,1、能理解并拆解复杂数据结构（如商品模型、类目树、属性体系等）；2、对“结构化数据如何影响业务”（搜索/推荐/转化）有认知或兴趣；3、能在规则设计与用户体验之间找到平衡，而不是简单加约束；4、有数据敏感度，能通过数据发现问题并验证方案；5、1-3年产品经验，有B端/商品相关经验者优先。,"岗位职责：
1、搭建和优化商品模型、类目与属性体系，提升商品结构化与标准化能力；2、设计商家商品发布与管理链路，结合算法能力，提升发品效率与使用体验；3、推动商品数据治理，将商品信息能力应用到搜索、推荐、风控等多业务场景；4、在“规范性”与“灵活性”之间做权衡，既保证数据质量，又不压制供给表达。

任职要求：
1、能理解并拆解复杂数据结构（如商品模型、类目树、属性体系等）；2、对“结构化数据如何影响业务”（搜索/推荐/转化）有认知或兴趣；3、能在规则设计与用户体验之间找到平衡，而不是简单加约束；4、有数据敏感度，能通过数据发现问题并验证方案；5、1-3年产品经验，有B端/商品相关经验者优先。

加分项：
/",商品内容产品经理,产品类,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv,1,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv
拼多多,pdd_tampermonkey,PR022054,B端物流产品经理,产品类,,,产品类,,上海,2026-05-18,2026-05-18,https://careers.pddglobalhr.com/jobs/detail?code=PR022054,1、负责仓配各个环节的产品功能支持和设计，达成仓库&配送作业的质量提升和改善履约体验的目标；2、根据对业务情况的分析，找到作业环节的可提升点，并转化为产品方案来推动业务提升；,1、2年及以上的供应链/物流配送/售后相关产品经验；本科及以上学历 ；2、良好的产品设计和规划能力，拥有一定的数据分析能力，有良好的业务理解能力； 3、较强的自我驱动力，对于拿到业务结果有渴求；积极主动，执行能力强，有较强责任心及团队精神。,无,1、2年及以上的供应链/物流配送/售后相关产品经验；本科及以上学历 ；2、良好的产品设计和规划能力，拥有一定的数据分析能力，有良好的业务理解能力； 3、较强的自我驱动力，对于拿到业务结果有渴求；积极主动，执行能力强，有较强责任心及团队精神。,"岗位职责：
1、负责仓配各个环节的产品功能支持和设计，达成仓库&配送作业的质量提升和改善履约体验的目标；2、根据对业务情况的分析，找到作业环节的可提升点，并转化为产品方案来推动业务提升；

任职要求：
1、2年及以上的供应链/物流配送/售后相关产品经验；本科及以上学历 ；2、良好的产品设计和规划能力，拥有一定的数据分析能力，有良好的业务理解能力； 3、较强的自我驱动力，对于拿到业务结果有渴求；积极主动，执行能力强，有较强责任心及团队精神。

加分项：
无",B端物流产品经理,产品类,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv,1,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv
拼多多,pdd_tampermonkey,PR023782,Agent策略产品经理,产品类,,,产品类,,上海,2026-05-17,2026-05-17,https://careers.pddglobalhr.com/jobs/detail?code=PR023782,1. 负责特定业务领域的策略制定，完成从复杂问题诊断、根因分析到长效解决方案设计的全链路工作，推动体验问题的系统化解决；2. 构建可复用的包含商品特征、商家行为、行业类目的知识库与案例库；3. 负责设计证据收集与验证机制，为责任判定提供可信依据，平衡消费者体验与商家体验；4. 设计差异化策略，通过产品化工具帮助商家自我诊断、优化商品信息与服务流程。,- 3-5年电商平台及相关领域产品经验，有商品治理、agent深度工作应用相关经验者优先考虑；- 熟悉电商生态，对商家经营、消费者心理、平台规则有深刻理解；- 具备优秀的逻辑推理能力、问题抽象能力、策略制定能力、系统设计能力，能独立完成策略从0到1的构建；- 具备较强的沟通能力与项目推动力，较强的抗压能力。,/,- 3-5年电商平台及相关领域产品经验，有商品治理、agent深度工作应用相关经验者优先考虑；- 熟悉电商生态，对商家经营、消费者心理、平台规则有深刻理解；- 具备优秀的逻辑推理能力、问题抽象能力、策略制定能力、系统设计能力，能独立完成策略从0到1的构建；- 具备较强的沟通能力与项目推动力，较强的抗压能力。,"岗位职责：
1. 负责特定业务领域的策略制定，完成从复杂问题诊断、根因分析到长效解决方案设计的全链路工作，推动体验问题的系统化解决；2. 构建可复用的包含商品特征、商家行为、行业类目的知识库与案例库；3. 负责设计证据收集与验证机制，为责任判定提供可信依据，平衡消费者体验与商家体验；4. 设计差异化策略，通过产品化工具帮助商家自我诊断、优化商品信息与服务流程。

任职要求：
- 3-5年电商平台及相关领域产品经验，有商品治理、agent深度工作应用相关经验者优先考虑；- 熟悉电商生态，对商家经营、消费者心理、平台规则有深刻理解；- 具备优秀的逻辑推理能力、问题抽象能力、策略制定能力、系统设计能力，能独立完成策略从0到1的构建；- 具备较强的沟通能力与项目推动力，较强的抗压能力。

加分项：
/",Agent策略产品经理,产品类,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv,1,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv
拼多多,pdd_tampermonkey,PR023937,Agent智能服务产品经理,产品类,,,产品类,,上海,2026-05-17,2026-05-17,https://careers.pddglobalhr.com/jobs/detail?code=PR023937,1. 负责智能聊天机器人、智能服务工作台等智能化产品的规划和落地，推动Agent在真实消费者场景中持续迭代2. 面向消费者体验问题，通过机器人解决、机器人辅助人工解决等形式，革新解决能力3. 面向商家服务场景，通过机器人解决、机器人辅助商家等形式，提升商家售前售后解决能力4. 联合业务、算法、工程团队一起优化端到端的智能服务体验，对用户满意度负责,1. 1年以上互联网产品经验，电商/服务/B端方向皆可，不要求大模型背景。2. 逻辑清楚，数据敏感。有独立拆解复杂问题的能力。3. 具备高度的责任心和较强的自我驱动力、抗压能力，善于合作，善于协调和调度资源推动业务发展。,/,1. 1年以上互联网产品经验，电商/服务/B端方向皆可，不要求大模型背景。2. 逻辑清楚，数据敏感。有独立拆解复杂问题的能力。3. 具备高度的责任心和较强的自我驱动力、抗压能力，善于合作，善于协调和调度资源推动业务发展。,"岗位职责：
1. 负责智能聊天机器人、智能服务工作台等智能化产品的规划和落地，推动Agent在真实消费者场景中持续迭代2. 面向消费者体验问题，通过机器人解决、机器人辅助人工解决等形式，革新解决能力3. 面向商家服务场景，通过机器人解决、机器人辅助商家等形式，提升商家售前售后解决能力4. 联合业务、算法、工程团队一起优化端到端的智能服务体验，对用户满意度负责

任职要求：
1. 1年以上互联网产品经验，电商/服务/B端方向皆可，不要求大模型背景。2. 逻辑清楚，数据敏感。有独立拆解复杂问题的能力。3. 具备高度的责任心和较强的自我驱动力、抗压能力，善于合作，善于协调和调度资源推动业务发展。

加分项：
/",Agent智能服务产品经理,产品类,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv,1,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv
拼多多,pdd_tampermonkey,PR022066,AIGC策略产品经理-广告用增方向,产品类,,,产品类,,上海,2026-05-16,2026-05-16,https://careers.pddglobalhr.com/jobs/detail?code=PR022066,1、负责AIGC内容策略的制定，结合业务数据找到机会点&优化点；2、了解文本、图像、视频Ai算法技术，发现业务结合场景并推动相关模型落地验证；3、多方协调合作，提升AIGC内容在用户增长侧的效率；,1、本科以上学历，2年以上图片视频文本内容合成&AI算法相关经验；2、有较好的跨团队沟通协作能力，能主动推动业务进展；3、具有较好的沟通表达和数据分析能力；4、有较强的责任心和积极性；,暂无,1、本科以上学历，2年以上图片视频文本内容合成&AI算法相关经验；2、有较好的跨团队沟通协作能力，能主动推动业务进展；3、具有较好的沟通表达和数据分析能力；4、有较强的责任心和积极性；,"岗位职责：
1、负责AIGC内容策略的制定，结合业务数据找到机会点&优化点；2、了解文本、图像、视频Ai算法技术，发现业务结合场景并推动相关模型落地验证；3、多方协调合作，提升AIGC内容在用户增长侧的效率；

任职要求：
1、本科以上学历，2年以上图片视频文本内容合成&AI算法相关经验；2、有较好的跨团队沟通协作能力，能主动推动业务进展；3、具有较好的沟通表达和数据分析能力；4、有较强的责任心和积极性；

加分项：
暂无",AIGC策略产品经理-广告用增方向,产品类,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv,1,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv
拼多多,pdd_tampermonkey,PR022795,增长产品经理,产品类,,,产品类,,上海,2026-05-16,2026-05-16,https://careers.pddglobalhr.com/jobs/detail?code=PR022795,1．负责营销活动、社媒增长和游戏化玩法，对用户新增，转化，LTV负责；2．策划增长活动，为转化效果负责；3．熟悉增长方法论，了解各大社媒平台，能不断输出创意，推动落地，持续优化迭代；4．负责站内营销活动频道，驱动运营团队，做好玩法策划与功能落地,1．可以将英语作为工作语言，有用户增长经验的优先2．懂内容营销，对电商、快时尚领域有热情3．有ROI意识，执行力强，有想法，适应能力强,暂无,1．可以将英语作为工作语言，有用户增长经验的优先2．懂内容营销，对电商、快时尚领域有热情3．有ROI意识，执行力强，有想法，适应能力强,"岗位职责：
1．负责营销活动、社媒增长和游戏化玩法，对用户新增，转化，LTV负责；2．策划增长活动，为转化效果负责；3．熟悉增长方法论，了解各大社媒平台，能不断输出创意，推动落地，持续优化迭代；4．负责站内营销活动频道，驱动运营团队，做好玩法策划与功能落地

任职要求：
1．可以将英语作为工作语言，有用户增长经验的优先2．懂内容营销，对电商、快时尚领域有热情3．有ROI意识，执行力强，有想法，适应能力强

加分项：
暂无",增长产品经理,产品类,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv,1,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv
拼多多,pdd_tampermonkey,PR022006,策略产品经理,产品类,,,产品类,,上海,2026-05-16,2026-05-16,https://careers.pddglobalhr.com/jobs/detail?code=PR022006,岗位职责：1、为平台商品丰富度增量负责，通过数据分析，识别转化链路和供给缺口问题，制定并迭代策略，优化商品结构，提升大盘增量；2、主导商品策略项目落地，清晰拆解和定义问题，有效推动跨部门协作，解决环节卡点，确保项目目标达成。3、能够从流量、价格、内容等多维度分析商品转化问题，找到关键增量点和优化策略。,1、2年以上策略产品/运营相关经验优先，有商品、定价、供应链等经验更佳。2、数据敏感度高，分析问题快速、精准，并能从分析中找到迭代方向。3、具备优秀的逻辑和结构化思维能力，有强目标导向及跨部门项目推动力。,暂无,1、2年以上策略产品/运营相关经验优先，有商品、定价、供应链等经验更佳。2、数据敏感度高，分析问题快速、精准，并能从分析中找到迭代方向。3、具备优秀的逻辑和结构化思维能力，有强目标导向及跨部门项目推动力。,"岗位职责：
岗位职责：1、为平台商品丰富度增量负责，通过数据分析，识别转化链路和供给缺口问题，制定并迭代策略，优化商品结构，提升大盘增量；2、主导商品策略项目落地，清晰拆解和定义问题，有效推动跨部门协作，解决环节卡点，确保项目目标达成。3、能够从流量、价格、内容等多维度分析商品转化问题，找到关键增量点和优化策略。

任职要求：
1、2年以上策略产品/运营相关经验优先，有商品、定价、供应链等经验更佳。2、数据敏感度高，分析问题快速、精准，并能从分析中找到迭代方向。3、具备优秀的逻辑和结构化思维能力，有强目标导向及跨部门项目推动力。

加分项：
暂无",策略产品经理,产品类,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv,1,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv
拼多多,pdd_tampermonkey,PR020780,达人营销产品经理,产品类,,,产品类,,上海,2026-05-16,2026-05-16,https://careers.pddglobalhr.com/jobs/detail?code=PR020780,1、负责短视频平台的达人营销投放，以高曝光、高转化为目标，制定达人投放的内容营销策略，实现达人和内容的规模化增长；2、通过数据分析和复盘，不断迭代投放策略&产品功能，提高达人内容发布效率，带来增长；3、明确产品目标，把控迭代周期，协调各方资源，推动产品按时、高质量落地；4、推动利用各平台流量工具，放大投放效果，推动整体收益规模上涨。,1 本科及以上学历，在电商行业、内容行业和广告行业有过2年以上工作经验优先；2、熟悉创作者生态，对KOL内容生态（短视频、图文、直播）了解，有KOL行业背景优先；3、较强的数据及业务分析能力，逻辑思维能力强，善于通过数据分析挖掘问题；4、表达能力强，具备逻辑化、结构化思考能力，责任心强，在产品上追求极致，能够推动跨部门、跨业务线的合作。,暂无,1 本科及以上学历，在电商行业、内容行业和广告行业有过2年以上工作经验优先；2、熟悉创作者生态，对KOL内容生态（短视频、图文、直播）了解，有KOL行业背景优先；3、较强的数据及业务分析能力，逻辑思维能力强，善于通过数据分析挖掘问题；4、表达能力强，具备逻辑化、结构化思考能力，责任心强，在产品上追求极致，能够推动跨部门、跨业务线的合作。,"岗位职责：
1、负责短视频平台的达人营销投放，以高曝光、高转化为目标，制定达人投放的内容营销策略，实现达人和内容的规模化增长；2、通过数据分析和复盘，不断迭代投放策略&产品功能，提高达人内容发布效率，带来增长；3、明确产品目标，把控迭代周期，协调各方资源，推动产品按时、高质量落地；4、推动利用各平台流量工具，放大投放效果，推动整体收益规模上涨。

任职要求：
1 本科及以上学历，在电商行业、内容行业和广告行业有过2年以上工作经验优先；2、熟悉创作者生态，对KOL内容生态（短视频、图文、直播）了解，有KOL行业背景优先；3、较强的数据及业务分析能力，逻辑思维能力强，善于通过数据分析挖掘问题；4、表达能力强，具备逻辑化、结构化思考能力，责任心强，在产品上追求极致，能够推动跨部门、跨业务线的合作。

加分项：
暂无",达人营销产品经理,产品类,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv,1,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv
拼多多,pdd_tampermonkey,PR020751,搜索广告产品经理（用户增长方向）,产品类,,,产品类,,上海,2026-05-16,2026-05-16,https://careers.pddglobalhr.com/jobs/detail?code=PR020751,1.   负责拼多多APP在国内搜索广告推广的流量、创意与产品投放策略优化，提升广告投放效率2.   研究市场投放和广告引擎，探索合适的投放方式 ，对广告带来的用户数量和质量负责,1.   有搜索、商业化或广告投放其中之一的经验，搜索广告经验的优先2.   本科以上学历，产品或运营工作经验皆可，两年工作经历以上优先3.   数据驱动，有数据分析经验和一定数据分析能力优先,暂无,1.   有搜索、商业化或广告投放其中之一的经验，搜索广告经验的优先2.   本科以上学历，产品或运营工作经验皆可，两年工作经历以上优先3.   数据驱动，有数据分析经验和一定数据分析能力优先,"岗位职责：
1.   负责拼多多APP在国内搜索广告推广的流量、创意与产品投放策略优化，提升广告投放效率2.   研究市场投放和广告引擎，探索合适的投放方式 ，对广告带来的用户数量和质量负责

任职要求：
1.   有搜索、商业化或广告投放其中之一的经验，搜索广告经验的优先2.   本科以上学历，产品或运营工作经验皆可，两年工作经历以上优先3.   数据驱动，有数据分析经验和一定数据分析能力优先

加分项：
暂无",搜索广告产品经理（用户增长方向）,产品类,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv,1,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv
拼多多,pdd_tampermonkey,PR023837,C端产品经理,产品类,,,产品类,,上海,2026-05-16,2026-05-16,https://careers.pddglobalhr.com/jobs/detail?code=PR023837,1.深入理解目标用户，发掘用户痛点与潜在机会，负责产品功能的规划、设计与落地；2.需要持续关注行业动态、进行系统性分析，为产品决策提供有效输入；3.负责产品功能的上线后效果追踪与数据分析，对产品核心指标（如用户增长、活跃、留存等）负责；4.有创新思考，了解消费趋势，有商业模式的思考，探索并负责c端活动玩法策划和增长；,1.基本经验：本科及以上学历，2年及以上电商营销活动经验优先；2.核心能力：用户同理心强，逻辑与执行力强，数据驱动目标感强，沟通协作能力强，有好奇心愿意探索。,暂无,1.基本经验：本科及以上学历，2年及以上电商营销活动经验优先；2.核心能力：用户同理心强，逻辑与执行力强，数据驱动目标感强，沟通协作能力强，有好奇心愿意探索。,"岗位职责：
1.深入理解目标用户，发掘用户痛点与潜在机会，负责产品功能的规划、设计与落地；2.需要持续关注行业动态、进行系统性分析，为产品决策提供有效输入；3.负责产品功能的上线后效果追踪与数据分析，对产品核心指标（如用户增长、活跃、留存等）负责；4.有创新思考，了解消费趋势，有商业模式的思考，探索并负责c端活动玩法策划和增长；

任职要求：
1.基本经验：本科及以上学历，2年及以上电商营销活动经验优先；2.核心能力：用户同理心强，逻辑与执行力强，数据驱动目标感强，沟通协作能力强，有好奇心愿意探索。

加分项：
暂无",C端产品经理,产品类,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv,1,pinduoduo_jobs_产品经理_part_12_23_all_20260609_164011.csv
拼多多,pdd_tampermonkey,PR023990,电商产品经理（履约/交易方向）,产品类,,,产品类,,上海,2026-05-15,2026-05-15,https://careers.pddglobalhr.com/jobs/detail?code=PR023990,1、负责电商 APP端的核心交易链路设计（涵盖首页导购、商详页、购物车、Checkout 与支付）。通过 A/B 测试不断优化关键漏斗，直接对转化率（CVR）和客单价（AOV）等核心业务指标负责。结合不同用户的购买习惯（如针对特定地区的包邮营销策略、本地化支付接入）设计差异化产品方案，提升最终支付转化率。2、主导订单履约系统规划，对接物流，完善全链路物流轨迹追踪、清关时效监控与风险预警机制，降低履约成本并提升妥投率，保障用户物流体验流畅与稳定性，持续优化履约时效并降低单均物流成本。3、主动追踪业务结果，对产品全生命周期（规划→落地→优化）负责，敢于为决策担责，推动问题闭环解决。,1、本科及以上学历，3年以上电商产品经验；2、对业务数据敏感，有较好的数据分析能力和优秀的逻辑思维，可以从业务数据波动中发现问题，提炼需求；3、精通漏斗分析与用户增长策略优先。 熟悉物流流转机制，有服务商对接经验优先。,相关经验者优先,1、本科及以上学历，3年以上电商产品经验；2、对业务数据敏感，有较好的数据分析能力和优秀的逻辑思维，可以从业务数据波动中发现问题，提炼需求；3、精通漏斗分析与用户增长策略优先。 熟悉物流流转机制，有服务商对接经验优先。,"岗位职责：
1、负责电商 APP端的核心交易链路设计（涵盖首页导购、商详页、购物车、Checkout 与支付）。通过 A/B 测试不断优化关键漏斗，直接对转化率（CVR）和客单价（AOV）等核心业务指标负责。结合不同用户的购买习惯（如针对特定地区的包邮营销策略、本地化支付接入）设计差异化产品方案，提升最终支付转化率。2、主导订单履约系统规划，对接物流，完善全链路物流轨迹追踪、清关时效监控与风险预警机制，降低履约成本并提升妥投率，保障用户物流体验流畅与稳定性，持续优化履约时效并降低单均物流成本。3、主动追踪业务结果，对产品全生命周期（规划→落地→优化）负责，敢于为决策担责，推动问题闭环解决。

任职要求：
1、本科及以上学历，3年以上电商产品经验；2、对业务数据敏感，有较好的数据分析能力和优秀的逻辑思维，可以从业务数据波动中发现问题，提炼需求；3、精通漏斗分析与用户增长策略优先。 熟悉物流流转机制，有服务商对接经验优先。

加分项：
相关经验者优先",电商产品经理（履约/交易方向）,产品类,pinduoduo_jobs_产品经理_part_23_33_all_20260609_164104.csv,1,pinduoduo_jobs_产品经理_part_23_33_all_20260609_164104.csv
